id,title,description,typeDescription,roomType,discountedPrice,price,day5Price,url,ratingValue,ratingReviewsCount,ratingGuestSatisfaction,ratingCommunication,ratingCleanliness,ratingAccuracy,ratingLocation,hostID,hostName,hostAbout,hostRating,hostIsSuper,hostTimeResponse,hostResponseRate,coordinates/latitude,coordinates/longitude,highlights,highlightsHost,highlightsLocation,origin
1246554832198369602,Loft aconchegante!,"Curta uma experiência elegante neste loft muito bem-localizado, em plena Av Nazaré, que é o corredor do Círio e há poucos metros do Santuário NOSSA SENHORA DE NAZARÉ, praça da República e Theatro da Paz. Próximo de restaurantes, bares, farmácias, edifícios comerciais, padarias, e supermercados.","Espaço inteiro: apartamento em Belém, Brasil",Entire home/apt,,R$398,R$1.600,https://www.airbnb.com/rooms/1246554832198369602?locale=pt-BR&currency=BRL&check_in=2025-02-21&check_out=2025-02-26,4.93,14.0,5.0,5.0,5.0,5.0,5.0,RGVtYW5kVXNlcjoyMzU1MzkyMTg=,Kathia,,5.0,True,Responde em até 1 hora,Taxa de resposta: 100%,-1.4528388190500672,-48.48905503749848,"['No top 10% das acomodações', 'Self check-in', 'Muitas atividades por perto', nan]","['Nasci na década de 60', 'Meu trabalho: TCE-PA', nan, nan, nan]","[nan, nan]",blm
974779110056355432,Mobiliado em Condomínio Fechado/COP30.,"Apto aconchegante e confortável, decorado com carinho🤍. Dispõem-se de 2/4 com ar condicionado, sendo 1 suíte, sala c/ tv Smat,  cozinha, c/ wi-fi, excelente localização c/ via de fácil acesso próx. a 2 Shoppings, farmácias, supermercados e bons restaurantes. Condomínio dispõem de área de laser, com piscina, academia, e churrasqueira ( com reserva antecipada). Seja bem vindo!Obs.: sua reserva dará direito de uso até 15kw por dia.O espaçolocalidade do apto:3,5km shopping metrópole;4,8km de distância para estádio do mangueirão;9,6km de distância para Aeroporto;10km para centro de convenções e feiras da Amazônia- Hangar.Informação extras:No período da COP30.disponibilizamos colchões  para comportar mais hóspedes sem acréscimo taxa extra.","Espaço inteiro: apartamento em Ananindeua, Brasil",Entire home/apt,,R$232,R$990,https://www.airbnb.com/rooms/974779110056355432?locale=pt-BR&currency=BRL&check_in=2025-02-14&check_out=2025-02-19,4.65,40.0,4.7,4.88,4.68,4.6,4.8,RGVtYW5kVXNlcjo0ODA4MDkxMDM=,Lidi,,4.7,False,Responde em até 1 hora,Taxa de resposta: 100%,-1.34491,-48.43807,"['Fique no fresquinho', 'Comodidades ao ar livre', 'Ótima comunicação com o anfitrião', nan]","['Moro em: Belém, Brasil', nan, nan, nan, nan]","['Shopping Metrópole | Supermercado formosa l Churrascaria boi de ouro.', 'Ônibus, Uber, táxi']",blm
947104866296805990,Cama 2 no Quarto dos Erês,"Uma estação de permacultura urbana e terapias holísticas. Aqui é o melhor lugar para trocar com a gente, conhecer a cultura paraense real e contribuir com a nossa comunidade de forma social e ambiental, estaremos de braços abertos. Nossa localização é central. Se deseja experiência de hotel, aqui não é o lugar, somos uma família de amigos se apoiando na caminhada. Yoga, Tai Chi Chuan e meditação estão inclusas na diária.(Não tem café da manhã, mas oferecemos alguns itens de cortesia)Outras observaçõesNós parecemos muito mais uma casa de família (nada tradicional) mesmo do que uma pousada/hotel, se em algum nível lá no seu íntimo, você tiver a expectativa de estar em pousada/hotel, por favor não reserve aqui.Sobre o nosso caramelo amado Canelinha: em junho/2024 ele passou a morar na praia, em uma ilha chamada Cotijuba a 50min de barco de Belém, se quiser ir lá, é possível e super viável, tem pousada e restaurantes, me avisa se quiser mais informações 🐕","Quarto em Belém, Brasil",Shared room,,R$85,R$360,https://www.airbnb.com/rooms/947104866296805990?locale=pt-BR&currency=BRL&check_in=2025-02-16&check_out=2025-02-21,4.83,29.0,4.9,4.86,4.72,4.83,4.97,RGVtYW5kVXNlcjo2MzEzOTk3Nw==,Lua Oliveira,"Sou viajante, meditante, artista, atleta e abraço árvores. Os esportes que amo são brazilian jiu-jítsu, capoeira Angola, yoga, ciclismo, vôlei e circo.
Trabalho como terapeuta holística aqui na Casa Carmina e nos locais por onde passo, minhas ferramentas são a acupuntura, massagem e Reiki. 
Adoro escutar sobre a vida e os processos internos das pessoas. Planto agrofloresta aqui e por onde passo.",4.87,True,Responde em até 1 hora,Taxa de resposta: 100%,-1.45481,-48.49304,"['Banheiro compartilhado', 'Comodidades ao ar livre', 'Paz e tranquilidade', nan]","['Nasci na década de 80', 'Idiomas: inglês e português', nan, nan, nan]","[nan, nan]",blm
1265208078983240375,"Studio Executivo, com Garagem, próximo ao Hangar","O apartamento é excelente para quem vem para Belém à trabalho, prestar prova de concurso ou mesmo turistar e busca um espaço funcional e seguro próximo de tudo.A localização é estratégica pois está muito próximo ao Hangar - Centro de Convenções da Amazônia (800 metros)O espaçoO Studio está muito bem dividido. Ao entrar, você já visualiza o ambiente da sala, que contém um janelão com uma vista fantástica para o Bairro da Pedreira e Marco.A cozinha e a área de serviço estão separadas por uma porta na lateral esquerda; a cozinha está completa e com utensilhos recém comprados.Na suíte, o clima é muito aconchegante. As roupas de cama estão novinhas e a cama de casal é extremamente confortável. O espaço possui também uma janela com persiana, arara de roupas e ar condicionado.Conforto também na hora do banho;  A pressão da água do chuveiro é muito boa e o mesmo tem o tamanho adequado para uma excelente estadia.Acesso do hóspedeO hóspede tem acesso ao studio completo.Outras observaçõesPara a liberação do acesso na portaria do condomínio, é necessário que o usuário envie ao anfitrião, pelo chat, uma cópia do seu documento de identificação bem como do segundo hóspede, até 48 horas antes do checkin.A senha da porta - fechadura eletrônica -  será informada ao hóspede 1 hora antes do checkin.","Espaço inteiro: apartamento em Belém, Brasil",Entire home/apt,,R$338,R$1.440,https://www.airbnb.com/rooms/1265208078983240375?locale=pt-BR&currency=BRL&check_in=2025-02-15&check_out=2025-02-20,5.0,6.0,5.0,4.83,5.0,5.0,5.0,RGVtYW5kVXNlcjo5NjYzODA1OQ==,Rubens,,5.0,True,Responde em até 1 hora,Taxa de resposta: 100%,-1.4213287540130142,-48.4641420096159,"['Self check-in', 'Localização tranquila e conveniente', 'Vista: a cidade', nan]","['Nasci na década de 70', 'Onde estudei: Univerdade da Amazônia', nan, nan, nan]","['Bairro residencial, muito tranquilo e com acesso fácil para toda cidade de Belém.', nan]",blm
1017112018288810745,"Cobertura Brás de Aguiar.Nazaré, coração de Belém!","Curta uma experiência elegante neste lugar bem-localizado, situado na Cidade das Mangueiras – para muitos a melhor localização de Belém do Pará.Apt na  cobertura, fixado na Av.  Braz de Aguiar, bairro de Nazaré, área nobre, próximo a Basílica de Nazaré, onde existe um importante centro comercial com lojas, restaurantes e bares famosos. Em frente ao prédio e nas proximidades tem uma Loja de conveniência completa, a centenária Padaria Camões, comida saudável, cafés, pizzaria. Via de fácil acesso.","Espaço inteiro: apartamento em Belém, Brasil",Entire home/apt,,R$703,R$2.750,https://www.airbnb.com/rooms/1017112018288810745?locale=pt-BR&currency=BRL&check_in=2025-02-22&check_out=2025-02-27,5.0,4.0,5.0,5.0,5.0,5.0,4.75,RGVtYW5kVXNlcjo1MjU4MTQ5NA==,Raphaela,"Olá, adoro viajar, morei no nordeste 10 anos, Natal. Ultimamente minhas viagens estão sendo a trabalho. Sou muito comunicativa, adoro conhecer pessoas, lugares novos, gosto de curtir o dia e a noite e amo receber amigos em casa, organizar festas e viagens com amigos e minha família. Sou fonoaudióloga, tenho uma clínica especializada em atendimento de crianças autistas .Gosto muito de estar perto da minha família e amigos.",4.97,True,Responde em até 1 hora,Taxa de resposta: 100%,-1.45471,-48.48672,"['Fique no fresquinho', 'Self check-in', 'Cancelamento gratuito antes de 17 de fev', nan]","['Meu trabalho: Fonoaudióloga', 'Passo muito tempo: Passo muito tempo com minha família!', nan, nan, nan]","[nan, nan]",blm
53950548,Studio Unique Luxo c/ garagem,"Curta uma experiência elegante, confortável neste espaço bem-localizado. Perto de feira, supermercado, bancos, restaurantes, salão de beleza etc… tudo a um passo, podendo usar todas essas comodidades a pé.O espaçoEste Flat fica localizado em um edificio moderno, com 3 elevadores, prédio novo, com muitas comodidades tipo academia, quadra, piscina, churrasqueira, garagem privativa, portaria 24 hs refrigerada, area de lazer decorada com muito bom gosto e modernidade. O apto está localizado em um andar alto no nascente, proporcionando uma bela vista da cidade.Acesso do hóspedeo hospedes, poderão ter acesso a quadra de lazer, piscina e academiaOutras observaçõesAlém de um apto bem localizado, você tem a praticidade de muitas comodidades no entorno.","Espaço inteiro: apartamento em Belém, Brasil",Entire home/apt,,R$320,R$1.215,https://www.airbnb.com/rooms/53950548?locale=pt-BR&currency=BRL&check_in=2025-02-21&check_out=2025-02-26,4.84,37.0,4.95,4.97,4.92,4.95,4.89,RGVtYW5kVXNlcjoyNDI1MzAyNzA=,Ivanete,"Eu sou uma pessoa comunicativa extrovertida, adoro o que eu faço, me esforço para que meus hóspedes se sintam cuidados, e tenham a sensação de estar em sua casa, mas tenho o cuidado de não ser invasiva,  para que mantenham sua privacidade! Me adaptando ao estilo de cada um, se gostam de conversar eu converso se não gostam fico na minha! :) e assim vou aprendendo a cada experiência!",4.74,False,Responde em até 1 hora,Taxa de resposta: 100%,-1.44595,-48.47094,"['Fique no fresquinho', 'Aproveite para dar um mergulho', 'Self check-in', nan]","['Meu trabalho: Compro vendo carros', 'Passo muito tempo: Trabalhando', nan, nan, nan]","['Estamos em um bairro servido de muitas comodidades como hipermercado, farmácia, restaurantes, feiras, hospitais, bancos e etc...', 'Temos com facilidade linhas de onibus, taxis e aplicativos de locomoção.']",blm
1347172722202563140,Dona D apartamento.,"Faça uma pausa para relaxar neste apartamento térreo, tranquilo próximo a padaria, ponto de ônibus, farmácia, restaurantes populares, escolas, lavanderia , academia, mercado, tudo a fácil acesso.O apartamento é composto por: chaveiro quente, cama casal,  TV com acesso a Net fix, central de ar.mesa para estudos / trabalhos, cama solteiro,  mesa de jantar, microondas, geladeira, liquidificador, cafeteira, torradeira, fogão . poltrona, estante . pratos, talheres, panelas, ferro de passar.O espaçoO apartamento tem sala, quarto banheiro e cozinha .Acesso do hóspedeapartamento inteiro.","Espaço inteiro: apartamento em Belém, Brasil",Entire home/apt,R$141,R$141,R$600,https://www.airbnb.com/rooms/1347172722202563140?locale=pt-BR&currency=BRL&check_in=2025-02-17&check_out=2025-02-22,,,,,,,,RGVtYW5kVXNlcjo0NDAwNjg0MDY=,Denise,Empreendedora e autentica.,4.82,False,Responde em até 1 hora,Taxa de resposta: 100%,-1.4212367,-48.4737556,"['Café em casa', 'Comunicação excepcional com o anfitrião', 'Cancelamento gratuito antes de 14:00 do dia 16 de fev', nan]","['Meu trabalho: Empreendedora', 'Moro em: Ceará, Brasil', nan, nan, nan]","[nan, nan]",blm
687711169937553839,Apartamento Smart Boulevard - Bairro Nobre,"Apartamento no Edificio Smart Boulevard, no bairro mais nobre de Belém. Empreendimento novo, próximo ao Shopping Boulevard, além de ser próximo de farmácias, prédios comerciais, restaurantes e lanchonetes. Área de Lazer completa, com piscina, sala de jogos, academia. Duas vagas de garagem inclusas  gratuitamente. O apartamento contém dois quartos, um banheiro, uma sacada ampla, cozinha, sala de estar e jantar. Pronto para sua hospedagem.O espaçoOs hóspedes podem usar todos os espaços comuns, além de poderem também usar o apartamento todo.O apartamento TEM TELA DE SEGURANÇA na sacada e nos quartosOutras observaçõesSerão cobradas taxas extras caso seja danificado algo no apartamento, assim como lençóis, toalhadas manchadas e louças quebradas. Prezamos pela higiene do local, por isso, pedimos para que os hóspedes evitem deixar lixo orgânico no apartamento, assim como restos de comida na pia.É proibido fumar no apartamento, caso seja identificado que o hóspede não observou tal regra, será  cobrada taxa de limpeza adicional.","Espaço inteiro: apartamento em Belém, Brasil",Entire home/apt,,R$403,R$1.500,https://www.airbnb.com/rooms/687711169937553839?locale=pt-BR&currency=BRL&check_in=2025-02-14&check_out=2025-02-19,4.41,32.0,4.56,4.75,4.75,4.66,4.97,RGVtYW5kVXNlcjoyMjQxNDczOTE=,Sofia,,4.61,False,Responde em até 1 hora,Taxa de resposta: 100%,-1.44657,-48.48441,"['Experiência de check-in excepcional', 'Fique no fresquinho', 'Comodidades ao ar livre', nan]","['Moro em: Pará, Brasil', nan, nan, nan, nan]","[nan, nan]",blm
1310935555235270290,Quarto próximo ao Bosque - Marco,"Aproveite o acesso fácil a tudo o que precisar nesta acomodação bem-localizada. No bairro do Marco, em avenida principal, tem a poucos metros: farmácias, posto de gasolina, conveniência, padaria, lavanderia, supermercado, lojas americanas e o Bosque.","Quarto em Belém, Brasil",Private room,,R$106,R$450,https://www.airbnb.com/rooms/1310935555235270290?locale=pt-BR&currency=BRL&check_in=2025-02-19&check_out=2025-02-24,5.0,1.0,5.0,5.0,5.0,5.0,5.0,RGVtYW5kVXNlcjo1ODM1NzE5Mzc=,Laís,"Nasci no Rio de Janeiro. Fui para Belém. Formei. Casei. Tive um filho. Tudo mudou. Com ele nasceu a necessidade de estar em casa. Então esperem isso: uma Anfitriã em casa, uma mãe sempre cozinhando bolinhos e guloseimas, cortando decoração para o próximo aniversário, pesquisando receitas para inovar no almoço, sextando na frente da TV com alguma série nova e sempre disposta a contar uma história divertida. Bem-vindos a nossa simples casa!",4.63,False,Responde em até 1 hora,Taxa de resposta: 100%,-1.4356767946647306,-48.454603403806686,"['Quarto em apartamento', 'Áreas compartilhadas', 'Banheiro compartilhado', 'Comodidades ao ar livre']","['Nasci na década de 90', 'Meu trabalho: Advogada', 'Curiosidade: Somos fluentes em inglês.', 'Idiomas: inglês, espanhol e português', 'Posso passar tempo com os hóspedes ou deixá-los mais à vontade']","[nan, nan]",blm
1224970917295898813,"Apt 2/4, perto do aeroporto e estádio Mangueirão.","Apt em condomínio fechado, a 3 min do Parque Shopping,  a 1,9km do estádio Mangueirão, acesso rápido ao aeroporto internacional,  o lugar perfeito para quem busca conforto, segurança e praticidade.Sozinho ou com familiares e amigos  o espaço foi confortavelmente preparado para lhe proporcionar dias agradáveis em Belém.Sala de estar é um convite ao descanso, com sofá-cama, smarTV e Wi-Fi. A cozinha é equipada com utensílios e eletrodomésticos necessários para preparar suas refeições favoritas.O espaçoo Apto compõe-se de sala de estar/jantar, 2/4 sendo 1 suíte, banheiro social, cozinha americana e área de serviço.Na sala temos:  mesa de jantar com tampo de vidro e cadeiras estofadas. sofá cama 3 lugares (quando aberto acomoda 2 pessoas deitadas/estatura mediana), Smart TV de 42 polegadas, painel com nichos, cortina com black-out, rede de proteção e ventilador turbo de coluna.Cozinha equipada com fogão/forno à gás (encanado), armário de parede com louças, panelas e potes plásticos.Eletroportáteis: Airfray, liquidificador, sanduicheira, cafeteira jarra inox, geladeira frosfree.Área de serviço com rede de proteção, armários para guardar produtos de limpeza, tanque para lavar roupas e varal de parede.Quarto casal com ar-condicionado de janela, roteador sinal de internet, guarda roupa, smart TV, cama de casal colchão com molas ensacadas, rede de proteção na janela, cortina com black-out na janela.Quarto solteiro com 1 cama solteiro colchão molas ensacadas +1 cama solteiro auxiliar colchão espuma, 1 colchão de espuma extra , armário multiuso pequeno, ar condicionado de janela, rede de proteção na janela, cortina com black-out.Banheiro Social com chuveiro NÃO ELÉTRICO, espelho, boxe em vidro temperado.Banheiro da Suíte com boxe em vidro temperado, espelho, chuveiro elétrico, prateleira, DUCHA HIGIÊNICA (OBRIGATÓRIO FECHAR APÓS O USO.)Área para estudo/trabalho com escrivaninha, cadeira e prateleira.Lâmpadas de Led em todo o apto.1 Lâmpada de emergênciaAcesso do hóspedeO acesso ao andar do apt é realizado por elevador ou escada, o acesso ao apt é feito por senha, liberada 1h antes do seu Check-in.Dentro do apt o hóspede pode usar todos os ambientes.Nas áreas comuns pode usar a piscina, porquinho, pracinha, quadra. (CONFORME DIAS E HORÁRIOS LIBERADOS PELO CONDOMÍNIO).A churrasqueira somente com pagamento de  aluguel e pré-agendamento.Outras observaçõesANTES DE CONTRATAR SUA RESERVA LEIA AS REGRAS DA CASA.OBS: NÃO É PERMITIDO O ACESSO DE VISITANTES, MUITO MENOS O PERNOITE, NÃO INSISTA, NÃO SERÁ AUTORIZADO ENTRADA NO CONDOMÍNIO. NÃO COBRAMOS TAXA DE LIMPEZA, CONTUDO, AO FAZER SUA RESERVA VOCÊ CONCORDA EM MANTER O AMBIENTE LIMPO E ORGANIZADO, DISPENSANDO O LIXO NO LOCAL ADEQUADO. PASSÍVEL DE COBRANÇA EXTRA DE R$180,00 caso deixe muito sujo e desorganizado. É indispensável que todos os hóspedes estejam cadastrados na plataforma Airbnb, e façam parte das conversas sobre a reserva, a fim de estarem cientes sobre as regras da casa.Para confirmar sua reserva é necessário a identificação de todos os hóspedes com documento oficial com foto legível, para os menores de idade apresentar certidão de nascimento ou RG. (Após concluir sua reserva é obrigatório enviar foto do RG ou doc oficial com foto, a não concordância é passível de cancelamento da reserva).Para aqueles que vierem de carro é obrigatório a apresentação da CNH na portaria. Não é permitido fumar dentro do apt.Não é permitido festas dentro do apt.Respeite os horários de silêncio e as regras da casa e do condomínio.EM CASO DE MANCHAS DE DIFÍCIL REMOÇÃO NAS ROUPAS DE CAMA OU BANHO, SERÁ COBRADO ADICIONAL DE 30,00 POR PEÇA. SE HOUVER DANO PERMANENTE SERÁ COBRADO PELA REPOSIÇÃO.SEJA BEM VINDO","Espaço inteiro: condomínio em Belém, Brasil",Entire home/apt,R$337,R$337,R$1.685,https://www.airbnb.com/rooms/1224970917295898813?locale=pt-BR&currency=BRL&check_in=2025-02-15&check_out=2025-02-20,5.0,32.0,5.0,5.0,5.0,5.0,5.0,RGVtYW5kVXNlcjo1NjQzNzA4NTE=,Adriana,"Amo aprender, mas amo mais ainda ensinar. Acredito que é na troca conhecimento que vamos rompendo as barreiras.
Acredito que um grande diferencial  meu é a observação, ter um olhar criterioso para os detalhes tem contribuído para o crescimento do nosso negócio.",5.0,True,Responde em até 1 hora,Taxa de resposta: 100%,-1.3661251152406555,-48.44821237027645,"['No top 1% das acomodações', 'Fique no fresquinho', 'Comodidades ao ar livre', nan]","['Nasci na década de 80', 'Onde estudei: Esamaz', nan, nan, nan]","[nan, nan]",blm
1165370313976551640,Stúdio 210 - Residencial JC II,Stúdio idealizado para ser funcional e atender as necessidades básicas de nossos hóspedes. Aproveite o acesso fácil a tudo o que precisar nesta acomodação bem-localizada.Outras observaçõesStúdio idealizado para ser funcional e atender as necessidades básicas de nossos hóspedes. Aproveite o acesso fácil a tudo o que precisar nesta acomodação bem-localizada.,"Espaço inteiro: apartamento em Belém, Brasil",Entire home/apt,,R$158,R$775,https://www.airbnb.com/rooms/1165370313976551640?locale=pt-BR&currency=BRL&check_in=2025-02-23&check_out=2025-02-28,4.83,12.0,4.75,4.75,5.0,4.75,4.67,RGVtYW5kVXNlcjo0OTQ1MDMxMDI=,Joy,"Sou empresário e já fui Secretário de Turismo do Estado do Pará, sou apaixonado pela minha Belém do Pará e quero cada vez mais melhorar as nossas instalações para melhor acolher nossos hóspedes.",4.66,False,Responde em até 1 hora,Taxa de resposta: 100%,-1.44565,-48.49587,"['Self check-in', 'Amigos de quatro patas são bem-vindos', 'Cancelamento gratuito antes de 18 de fev', nan]","['Nasci na década de 50', 'Onde estudei: Colégio Marista de Belém - UFPA - UNAMA', nan, nan, nan]","[nan, nan]",blm
1255064252156428118,Suíte 2 próximo ao Aeroporto.,"Suíte simples no 2° andar da casa, com cama de solteiro, banheiro privativo, ventilador, comoda, wi-fi, sala e cozinha compartilhado com hóspedes no 1° andar. Exclusivo para Círio, datas comemorativas e alta temporada.","Quarto em Belém, Brasil",Private room,R$97,R$97,R$515,https://www.airbnb.com/rooms/1255064252156428118?locale=pt-BR&currency=BRL&check_in=2025-02-15&check_out=2025-02-20,4.67,6.0,5.0,5.0,5.0,5.0,5.0,RGVtYW5kVXNlcjo1Nzk1Nzg4MDA=,Joana Castanho,,4.91,True,Responde em até 1 hora,Taxa de resposta: 100%,-1.3844918,-48.4566281,"['Quarto em casa', 'Experiência de check-in excepcional', 'Localização imbatível', nan]","['Onde estudei: Unama', 'Meu trabalho: Enfermeira', 'Passo muito tempo: Trabalhando', 'Pets: Tenho 2 cachorros vira-lata.', 'Posso passar tempo com os hóspedes ou deixá-los mais à vontade']","[nan, nan]",blm
37738956,Apartamento com vista única em local privilegiado,"Apartamento moderno com 56 m2 de área privativa + garagem. Móveis e eletrodomésticos novos. Os 2 quartos possuem ar condicionado , sendo 1 com banheiro reversível. A sala tem sofá-cama, TV, ar condicionado, mesa com 4 cadeiras e uma excelente sacada. A cozinha é completa com fogão tipo cook top, forno de microondas e geladeira. Possui Wi-Fi.O espaçoPerto de shopping Boulevard, estação das docas, hospitais, supermercado 24hs, farmácias, McDonalds na área mais nobre de Belem. É o 1º quarteirão da Avenida Doca de Souza Franco.Acesso do hóspedePortaria 24hs, com câmeras de monitoramento, 3 elevadores. Prédio possui piscina, sauna, churrasqueira, salão de festas e academia.Outras observaçõesCozinha com talheres, pratos, panelas e porta mantimentos.","Espaço inteiro: apartamento em Belém, Brasil",Entire home/apt,,R$370,R$1.420,https://www.airbnb.com/rooms/37738956?locale=pt-BR&currency=BRL&check_in=2025-02-27&check_out=2025-03-04,4.72,250.0,4.88,4.78,4.82,4.89,4.99,RGVtYW5kVXNlcjoxMDYzMjMyMQ==,Paulo André,"Olá, você estará entrando em contato com a administradora dos imóveis, Tatiane Freitas.",4.84,True,Responde em até 1 hora,Taxa de resposta: 100%,-1.44638,-48.4864,"['Comodidades ao ar livre', 'Academia em casa', 'Self check-in', nan]","['Nasci na década de 70', 'Meu trabalho: Autônoma', nan, nan, nan]","['Shopping, restaurantes, estação das docas, farmácias, McDonalds, clínicas médicas, bancos e hospitais.', 'Onibus, Uber, táxi.']",blm
1354679910110015506,apto 2 quartos prático e seguro pra sua estadia,"Apto perfeito para a sua estadia. Com conforto, praticidade, segurança e tranquilidadeCondomínio fechado com portaria 24 horas, área de lazer completa, 1 vaga de garagem e 2 elevadoresLocalizado na Rod. Mário Covas, pertinho da Av. Augusto Montenegro (distância de 2,5 km)Possui lojas de conveniência ao lado da portaria, com panificadora e lavanderia.O espaçoO Apto está localizado no 7º andar, voltado para o nascente (com ventilação predominante), pega sol da manhã, é bem iluminado e arejadoPossui 2 quartos (sendo 1 suíte), sala estar/jantar com varanda externa, banheiro social, cozinha e área de serviçoSala mobiliada com sofá-cama, smart tv 32"" e mesa p/ 4 lugaresDormitório com 2 camas de solteiro, ar-condicionado split, cortina blackout e cabideirosSuíte com cama de casal, ar-condicionado split, cortina blackout e arara p/ roupas, banheiro da suíte com box blindex e chuveiro elétricoBanheiro social com box blindex e chuveiro frioApto todo telado nas janelas e na varanda externaAcesso do hóspedeO check-in do hóspede será feito mediante apresentação de documento de identificação na portaria, onde será entregue a chave do apto.A vaga de garagem é descoberta e localizada próximo da torre e ao lado da piscinaOutras observaçõesPrincipais distâncias:Avenida Augusto Montenegro: 2,5 kmParque Shopping: 5 kmEstádio Mangueirão: 7 kmShopping Metrópole: 8 kmAeroporto: 10kmParque da Cidade (futura sede da COP30): 11 kmHangar Centro de Convenções: 12 kmMercado Ver-o-peso e Estação das Docas: 17 km","Espaço inteiro: apartamento em Ananindeua, Brasil",Entire home/apt,R$258,R$258,R$1.375,https://www.airbnb.com/rooms/1354679910110015506?locale=pt-BR&currency=BRL&check_in=2025-02-16&check_out=2025-02-21,,,,,,,,RGVtYW5kVXNlcjo2NzgzNjQyMDc=,Talita,,0.0,False,,,-1.3476182539915027,-48.43404510553606,"['Comodidades ao ar livre', 'Self check-in', 'Café em casa', nan]","['Nasci na década de 60', 'Meu trabalho: Administradora', nan, nan, nan]","[nan, nan]",blm
555710151523083372,Loft- Vista ao Rio - Batista Campos Belém.,"Loft localizado em um dos bairros mais nobres de Belém, possui uma vista maravilhosa, prédio completo para diversão, apartamento aconchegante para 3 pessoas, 1 casa de casal, 1 sofa cama e lugar para rede. O prédio não  possui garagem interna, possui portaria 24 horas, internet de alta velocidade, ventiladores em todos os ambientes e uma vista supre relaxante. Um excelente lugar para passar uma temporada de visita ou negócios em Belém.O espaço1 cama de casal1 sofa cama solteiro1 Bicilete na sacada de atividade fisica.1 Academia1 Squash1 Lavandria no Lobby do predio.1 Secadora de roupa na varanda do Predio1 Tv 55 polegas.Acessorios de cozinhaPiscinaHidromassagemSaunaQuadra PoliesportivaAcesso do hóspedePiscina, academia,  squash, quadras de futebol, sauna, hidromassagem.Foi instalado uma secadora dentro do apartamento para facilitar a limpeza da roupa.Outras observaçõesSe deve usar mascara no predio e respeitar os horarios de silencio. e totalmente proibido festas.","Espaço inteiro: loft em Batista Campos, Brasil",Entire home/apt,,R$277,R$1.100,https://www.airbnb.com/rooms/555710151523083372?locale=pt-BR&currency=BRL&check_in=2025-02-17&check_out=2025-02-22,4.7,53.0,4.58,4.64,4.72,4.72,4.79,RGVtYW5kVXNlcjoxOTcwNzMyNTc=,Manuel Alejandro,,4.58,False,Responde em até 1 hora,Taxa de resposta: 80%,-1.46596,-48.48812,"['Fique no fresquinho', 'Comodidades ao ar livre', 'Self check-in', nan]","['Meu trabalho: egenheiro', 'Idiomas: inglês e espanhol', nan, nan, nan]","['O bairro é chamado batista campos,  o bairro possui supermercado, restaurantes, cafés, praça batista campos, shopping, portal da amazônia, Mangal das garças, Ver-o-peso,  Praça da republica, teatro da paz. Todos esses lugares ficam de 5 a 10 minutos do prédio.', 'No bairro pode circular a pé, Uber e táxi. O bairro possui vagas na área externa do prédio  e o estacionamento deverá ser solicitado com antecedência.']",blm
